name,description,category_id,multi_categories,brand_id,ISBN 10,ISBN 13,Publisher,Author,edition,binding,language,dimensions ,weight ,video_provider,video_link,tags,unit_price,unit,slug,current_stock,est_shipping_days,sku,meta title,meta_description,thumbnail_img,photos
MY INVENTIONS THE AUTOBIOGRAPHY OF NIKOLA TESLA,"The autobiography of the brilliant inventor and electrical engineer Nikola Tesla. This book provides a firsthand account of his life, his revolutionary scientific discoveries, and his visionary ideas for the future.",1,1,,9357022058,9789357022057,Rupa,NIKOLA TESLA,,Paperback,English,"
12.9 x 0.56 x 19.8",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61Gfe7QTEWL._SY342_.jpg,https://m.media-amazon.com/images/I/61Gfe7QTEWL._SY342_.jpg
A LITTLE LIFE,"A powerful and heartbreaking novel about four friends who move to New York City and their relationships over the course of several decades. It is a profound exploration of trauma, friendship, and resilience.",1,1,,1035035030,9781035035038,Rupa,HANYA YANAGIHARA,,Paperback,English,"
2 x 14 x 22 ",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71kUYNSKKgL._SY466_.jpg,https://m.media-amazon.com/images/I/71kUYNSKKgL._SY466_.jpg
CURSIVE WRITING - SENTENCES,"A workbook designed to help children practice and perfect their cursive writing skills. This book focuses on writing full sentences, improving fluency and legibility.",1,1,,9355206526,9789355206527,Rupa,RUPA,,Paperback,English,"
21 x 0.2 x 27.3",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81Js8hEy80L._SY385_.jpg,https://m.media-amazon.com/images/I/81Js8hEy80L._SY385_.jpg
CURSIVE WRITING - JOINING LETTERS,A workbook for learning cursive writing. It provides exercises and guidelines specifically for connecting individual letters to form words.,1,1,,9355206569,9789355206565,Rupa,RUPA,,Paperback,English,"
21 x 0.2 x 27.3",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81TsM0yjA1L._SY385_.jpg,https://m.media-amazon.com/images/I/81TsM0yjA1L._SY385_.jpg
CURSIVE WRITING - WORDS,"A workbook for children learning cursive writing. This book focuses on practicing full words, building on the skills of individual letters to improve legibility and flow.",1,1,,9355206585,9789355206589,Rupa,RUPA,,Paperback,English,,100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81EaHtzEWKL._SY385_.jpg,https://m.media-amazon.com/images/I/81EaHtzEWKL._SY385_.jpg
THE DAY MY BROTHER BECAME MY BEST FRIEND,A heartwarming children's book that celebrates the bond between siblings. The story explores the journey of two brothers who discover their friendship and mutual support.,1,1,,9391256007,9789391256005,Rupa,RAISHA LALWANI,,Paperback,English,,100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51SgIdtsaYL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/51SgIdtsaYL._SX342_SY445_.jpg
Cursive Writing : Joining Letters,A workbook for learning cursive writing. It provides exercises and guidelines specifically for connecting individual letters to form words.,1,1,,9355206569,9789355206565,Rupa,RUPA,,Paperback,English,"
21 x 0.2 x 27.3 ",100,,,,,pc,,10,,,,,"https://m.media-amazon.com/images/I/41xEBE56C6L._SX38_SY50_CR,0,0,38,50_.jpg","https://m.media-amazon.com/images/I/41xEBE56C6L._SX38_SY50_CR,0,0,38,50_.jpg"
Cursive Writing : Sentences,"A workbook designed to help children practice and perfect their cursive writing skills. This book focuses on writing full sentences, improving fluency and legibility.",1,1,,9355206526,9789355206527,Rupa,RUPA,,Paperback,English,"
21 x 0.2 x 27.3 ",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51D7kHzLUBL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/51D7kHzLUBL._SY445_SX342_.jpg
Cursive Writing : Words,"A workbook for children learning cursive writing. This book focuses on practicing full words, building on the skills of individual letters to improve legibility and flow.",1,1,,9355206585,9789355206589,Rupa,RUPA,,Paperback,English,,100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51NcRm8Fa+L._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/51NcRm8Fa+L._SY445_SX342_.jpg
Day My Brother Became My Best Friend The,A heartwarming children's book that celebrates the bond between siblings. The story explores the journey of two brothers who discover their friendship and mutual support.,1,1,,9391256007,9789391256005,Rupa,RAISHA LALWANI,,Paperback,English,,100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71xoD+-E9mL._SY342_.jpg,https://m.media-amazon.com/images/I/71xoD+-E9mL._SY342_.jpg
My Inventions,"The autobiography of the brilliant inventor and electrical engineer Nikola Tesla. This book provides a firsthand account of his life, his revolutionary scientific discoveries, and his visionary ideas for the future.",1,1,,9357022058,9789357022057,Rupa,NIKOLA TESLA,,Paperback,English,"
12.9 x 0.56 x 19.8",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61Gfe7QTEWL._SY342_.jpg,https://m.media-amazon.com/images/I/61Gfe7QTEWL._SY342_.jpg
"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe","A classic fantasy novel for children by C.S. Lewis. The story follows four siblings who discover a magical world inside a wardrobe, where they join a battle against the evil White Witch.",1,1,,9390260531,9789390260539,Rupa,C S LEWIS,,Paperback,English,"
12.9 x 0.86 x 19.8",100,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81Ufrdakv4L._SY466_.jpg,https://m.media-amazon.com/images/I/81Ufrdakv4L._SY466_.jpg
100 GREATEST QUOTES OF ALL TIME,"A curated collection of 100 of the most inspiring and influential quotes from history. This book features words of wisdom from leaders, thinkers, and artists from around the world.",1,1,,9357028811,9789357028813,Rupa,RUPA,,Paperback,English,"
12.9 x 0.81 x 19.8",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71WiCa7-StL._SY466_.jpg,https://m.media-amazon.com/images/I/71WiCa7-StL._SY466_.jpg
WILD HIMALAYA (HB),A hardcover book with stunning photography and descriptions of the wildlife and natural landscapes of the Himalayas. This book is a visual tribute to the biodiversity of the mountain range.,1,1,,9388292774,9789388292771,Rupa,STEPHEN ALTER,,Paperback,English,"
25.4 x 4.7 x 20.3",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41QfAqgryOL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41QfAqgryOL._SY445_SX342_.jpg
ABC COLOURING BOOK,"A coloring book for young children that focuses on the alphabet. Each page features a letter and corresponding illustrations, making it a fun and educational way to learn the ABCs.",1,1,,9355205058,9789355205056,Rupa,RUPA,,Paperback,English,"
20.32 x 12.7 x 1.27 ",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51ZdmNN+ayL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/51ZdmNN+ayL._SX342_SY445_.jpg
ARTIFICIAL INTELLIGENCE AND THE FUTURE OF POWER (HB),"A hardcover book that explores the profound impact of artificial intelligence on global power dynamics. It examines how AI is reshaping politics, economics, and social structures.",1,1,,9390356431,9789390356430,Rupa,RAJIV MALHOTRA,,Paperback,English,22.86 x 15.24 x 1.27,102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71N98S5LBjL._SY466_.jpg,https://m.media-amazon.com/images/I/71N98S5LBjL._SY466_.jpg
GOOD CITIZENS,A book that explores the qualities and responsibilities of a good citizen. It offers insights on how individuals can contribute positively to their communities and society as a whole.,1,1,,939585393X,9789395853934,Rupa,THICH NHAT HANH,,Paperback,English,"
2.2 x 1.4 x 0.2 ",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/31mwg1rJOmL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/31mwg1rJOmL._SY445_SX342_.jpg
100 Greatest Quotes Of All Time,"A curated collection of 100 of the most inspiring and influential quotes from history. This book features words of wisdom from leaders, thinkers, and artists from around the world.",1,1,,9357028811,9789357028813,Rupa,RUPA,,Paperback,English,"
12.9 x 0.81 x 19.8",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71WiCa7-StL._SY466_.jpg,https://m.media-amazon.com/images/I/71WiCa7-StL._SY466_.jpg
Abc Colouring Book,"A coloring book for young children that focuses on the alphabet. Each page features a letter and corresponding illustrations, making it a fun and educational way to learn the ABCs.",1,1,,9355205058,9789355205056,Rupa,RUPA,,Paperback,English,"
20.32 x 12.7 x 1.27",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71RAcAN1BPL._SY385_.jpg,https://m.media-amazon.com/images/I/71RAcAN1BPL._SY385_.jpg
Artificial Intelligence And The Future Of Power,"A book that explores the profound impact of artificial intelligence on global power dynamics. It examines how AI is reshaping politics, economics, and social structures.",1,1,,9390356431,9789390356430,Rupa,RAJIV MALHOTRA,,Paperback,English,22.86 x 15.24 x 1.27 ,102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41TnaQjJIZL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41TnaQjJIZL._SY445_SX342_.jpg
Be Who You Want Have What You Want,A self-help book that provides guidance on personal fulfillment. It offers strategies and a mindset to help readers align their identity with their aspirations and achieve their goals.,1,1,,9355204353,9789355204356,Rupa,CHRIS PRENTISS,,Paperback,English,,102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71xX6I0RM3L._SY466_.jpg,https://m.media-amazon.com/images/I/71xX6I0RM3L._SY466_.jpg
Everyday Maths,"A practical guide to using math in daily life. This book explains fundamental mathematical concepts and shows how they apply to real-world situations, from personal finance to cooking.",1,1,,9389967341,9789389967340,Rupa,NEHA KHAITAN,,Paperback,English,"
14 x 0.3 x 21.6 ",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71ge9DSz5oL._SY466_.jpg,https://m.media-amazon.com/images/I/71ge9DSz5oL._SY466_.jpg
Good Citizens (hb),A hardcover book that explores the qualities and responsibilities of a good citizen. It offers insights on how individuals can contribute positively to their communities and society as a whole.,1,1,,939585393X,9789395853934,Rupa,THICH NHAT HANH,,Paperback,English,"
2.2 x 1.4 x 0.2 ",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/61cus9fq6CL._SY466_.jpg,https://m.media-amazon.com/images/I/61cus9fq6CL._SY466_.jpg
Wild Himalaya,A book with stunning photography and descriptions of the wildlife and natural landscapes of the Himalayas. This book is a visual tribute to the biodiversity of the mountain range.,1,1,,9388292774,9789388292771,Rupa,STEPHEN ALTER,,Paperback,English,"
25.4 x 4.7 x 20.3",102,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41QfAqgryOL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41QfAqgryOL._SY445_SX342_.jpg
MY TIME IN THE TOWN,"A collection of stories or poems that reflect on life in a town. The book captures the rhythm, character, and unique experiences of small-town living.",1,1,,9357020985,9789357020985,Rupa,RUSKIN BOND,,Paperback,English,"
12.9 x 0.76 x 19.8",104,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41GB6OfHDfL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41GB6OfHDfL._SY445_SX342_.jpg
My Body,An educational book for young children about the human body. It uses simple language and illustrations to teach kids about different body parts and their functions.,1,1,,8129146347,9788129146342,Rupa,KIRAN REKHA BANERJI,,Paperback,English,,104,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51LBuTUzjNL._SX342_SY445_.jpg,https://m.media-amazon.com/images/I/51LBuTUzjNL._SX342_SY445_.jpg
My Time In The Town,"A collection of stories or poems that reflect on life in a town. The book captures the rhythm, character, and unique experiences of small-town living.",1,1,,9357020985,9789357020985,Rupa,RUSKIN BOND,,Paperback,English,"
12.9 x 0.76 x 19.8",104,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41GB6OfHDfL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41GB6OfHDfL._SY445_SX342_.jpg
Nirvana For Gen X (pb),"A self-help or philosophical guide offering a path to happiness, meaning, and well-being specifically tailored to the Generation X demographic.",1,1,,9353336252,9789353336257,Rupa,ABHIRUP BHATTACHARYA,,Paperback,English,"
13 x 0.61 x 19.7",104,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/413RXmc1WYL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/413RXmc1WYL._SY445_SX342_.jpg
EMINENT INDIANS: REVOLUTIONARIES,A biographical collection or historical work highlighting the lives and contributions of prominent Indian revolutionaries and freedom fighters.,1,1,,8129113953,9788129113955,Rupa,M L AHUJA,,Paperback,English,,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/81XfAqflwhL._SY522_.jpg,https://m.media-amazon.com/images/I/81XfAqflwhL._SY522_.jpg
THE BEGINNING OF THE MAHABHARATA AND OTHER STORIES,"A collection of stories for children or a general audience, focused on the foundational narratives of the Mahabharata and other Indian myths.",1,1,,8129120720,9788129120724,Rupa,TERRY O BRIEN,,Paperback,English,"
12.9 x 0.84 x 19.81",105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41Xiam7vXQL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41Xiam7vXQL._SY445_SX342_.jpg
THE HAPPY MONK AND OTHER STORIES,"A collection of short stories, likely with a focus on moral or spiritual lessons, centered around the character of a happy monk.",1,1,,8129120739,9788129120731,Rupa,TERRY O BRIEN,,Paperback,English,"
12.9 x 0.81 x 19.81 ",105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/91-EdNz1ksL._SY466_.jpg,https://m.media-amazon.com/images/I/91-EdNz1ksL._SY466_.jpg
THE PILLAR OF JUSTICE AND OTHER STORIES,"A collection of stories with a strong focus on themes of justice, morality, and fairness.",1,1,,8129120747,9788129120748,Rupa,TERRY O BRIEN,,Paperback,English,"
12.9 x 0.91 x 19.81",105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71jg6dNHkzL._SY522_.jpg,https://m.media-amazon.com/images/I/71jg6dNHkzL._SY522_.jpg
A CROCODILE MAKES HISTORY AND OTHER STORIES,"A collection of engaging fables or imaginative stories, including a tale about a crocodile's historical adventure.",1,1,,8129120755,9788129120755,Rupa,TERRY O BRIEN,,Paperback,English,,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51uZSL2LbKL._SY425_.jpg,https://m.media-amazon.com/images/I/51uZSL2LbKL._SY425_.jpg
LITTLE RED BOOK WORD FACTS,"A compact and informative guide to interesting and useful facts about words, language, and etymology.",1,1,,8129121069,9788129121066,Rupa,TERRY O BRIEN,,Paperback,English,,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41y36pSbd+L._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41y36pSbd+L._SY445_SX342_.jpg
THE LITTLE BIRD WHO HELD THE SKY UP WITH HIS FEET,"A whimsical and imaginative children's fable about a tiny bird performing a monumental task, highlighting themes of courage and determination.",1,1,,8129121174,9788129121172,Rupa,PARO ANAND,,Paperback,English,20.32 x 12.7 x 1.27 ,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/71aQZ8QXSwL._SY522_.jpg,https://m.media-amazon.com/images/I/71aQZ8QXSwL._SY522_.jpg
CLASSIC TALES FOR CHILDREN : SCHOOL STORIES,"A collection of classic short stories for children centered around the experiences, friendships, and adventures of school life.",1,1,,8129124033,9788129124036,Rupa,TERRY O BRIEN,,Paperback,English,12.9 x 1.02 x 19.81,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/515+jg9iyQL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/515+jg9iyQL._SY445_SX342_.jpg
THE GREAT GATSBY,"F. Scott Fitzgerald's iconic novel, a poignant exploration of the American Dream, wealth, and societal disillusionment in the Jazz Age.",1,1,,812912422X,9788129124227,Rupa,F SCOOT FITZGERALD,,Paperback,English,,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/41AuC1TpVrL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/41AuC1TpVrL._SY445_SX342_.jpg
HANUMAN TO THE RESCUE - ILLUSTRATED,"An illustrated book for children, retelling the heroic stories of the Hindu deity Hanuman and his pivotal role in the Ramayana.",1,1,,8129124629,9788129124623,Rupa,RUSKIN BOND,,Paperback,English,,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/514ZOZh5q0L._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/514ZOZh5q0L._SY445_SX342_.jpg
THE LAUGHING SKULL,"A mystery, horror, or adventure novel with a dark and intriguing title, likely centered around a mysterious event or character.",1,1,,8129142198,9788129142191,Rupa,RUSKIN BOND,,Paperback,English,,105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/51im6hlXbmL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/51im6hlXbmL._SY445_SX342_.jpg
STRANGE MEN STRANGE PLACES,"A collection of short stories or a travelogue, exploring unique characters and unusual settings around the world.",1,1,,8171671071,9788171671076,Rupa,RUSKIN BOND,,Paperback,English,"
12.7 x 0.6 x 20.3",105,,,,,pc,,10,,,,,https://m.media-amazon.com/images/I/5123gLnJ0tL._SY445_SX342_.jpg,https://m.media-amazon.com/images/I/5123gLnJ0tL._SY445_SX342_.jpg
